lot,lot_id,contract,event_no,datetime,lat,lon,dist_m_system,flag,tx_hash
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,11,2026-07-21 09:12,10.589522837824381,105.6913455275266,0,ok,0xb763dfc35f34ec3228e8e2facc25fd55d307482f5085a1d6c38bd5fccc0d8428
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,12,2026-07-21 09:48,10.570386388255125,105.68659851631824,0,ok,0xbcb1ca6205d448e75fa9e43a398f240bb2d6533e7a88ac84a4b96d90f403b9d4
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,13,2026-07-21 09:57,10.570661378558833,105.68645797372403,17,ok,0x6275a2eb8ca9f5bcd9353c89948cb50154431219fe9b136a412896bc5eb9614d
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,14,2026-07-28 06:49,10.593768518276498,105.70155078899934,17,ok,0x13746d5cc255d9acbe8f964f1db308f90425ff1836ff87d6c4ab6571b72ffa84
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,15,2026-07-28 11:13,10.56981989173385,105.6867126798152,0,ok,0x286f04ba1991a2b6dafd429ea6f2466daeaf27ab53ff9d393b855e3715a80353
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,16,2026-07-28 11:23,10.570544961970059,105.68674304311497,0,ok,0xa94cbc37c57e84b63680f5d2133cb846ec1ec5205d98a45fc1caf20efb26e05f
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,17,2026-07-28 12:39,10.589867326266134,105.6909180603249,26,ok,0xf449ae8f94f66a0d7fed8ae8cec75c1f6891b6d7eaa11f5c2c8fc51a4eb5a286
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,18,2026-07-28 14:52,10.570533588410244,105.68670884467133,0,ok,0x776c6fcde06e967042dcd8bb2648b89a9f3ceb77c69cbcf81b0cb7a3d2e571d6
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,19,2026-07-28 15:13,10.589548885001323,105.69116049008541,0,ok,0x47b6c100ed2550722cc1eeb1e9217437bed47a63dd56cbfebef04e2b953abd8a
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,20,2026-07-28 16:58,10.593206208796994,105.70111438940963,0,ok,0x04dae422e517d2cfd458cc94e053f76384d7428a09bf0827decc93dec494ff30
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,21,2026-08-05 07:27,10.59308468715654,105.70104722297083,0,ok,0xc65658898e7d39d0bbd0bb16c74d3a9680a0ee7221042b359cd86cd3d8286ca7
BaSao,600122,0xD3415B6246aa99cd6978C019583AbD5515d6D303,22,2026-08-05 07:27,10.59308468715654,105.70104722297083,0,ok,0x624bacf534ca3860a701b0f740e7ed2c0dc7ed4ef8d92bbe81e88b460a9f17a9
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,1,2025-10-09 10:03,12.68485240675516,108.15197595299026,8951,other,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,2,2025-10-13 08:30,12.694739159961673,108.06918003143608,0,ok,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,3,2025-10-26 04:50,12.68325547159828,108.15194606781006,0,ok,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,4,2025-10-26 11:50,12.684871517133605,108.15198085280895,0,ok,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,5,2026-03-03 07:07,12.69476908653325,108.06912430154465,8273,other,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,6,2026-03-03 10:58,12.684812075402213,108.152032079968,0,ok,0x0e3b30731565afa0e2c89f6386b0a1c4e4d14df285dac86394854bd44a02ae02
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,7,2026-03-03 12:25,12.684812075402213,108.152032079968,0,ok,0x4b26e4d453b1ee6f9b937d15b438edfb17ac486589c6bc8a8a46ef205f9f9b61
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,8,2026-03-03 15:16,12.684812075402213,108.152032079968,0,ok,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,9,2026-03-03 15:31,12.684812075402213,108.152032079968,0,ok,0x7ca2fa157fd00b217f83bbcf3aede993df047ac4dcc5229f80aa3aafb8a2eed9
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,10,2026-03-04 14:15,12.684874299739725,108.15201670647602,0,ok,0x5fdc9ca16468505233cd5c42bda14a9a9ed247e728fde4c66a1f1f25e336246b
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,11,2026-03-04 14:20,12.684811907990492,108.15203206086022,0,ok,0x192662c9e8281bcda3113b9765bfb07c4301af60c0a918065e11d61376a4939b
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,12,2026-03-08 15:13,10.789100838086647,106.71658075441727,260417,other,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,13,2026-03-08 15:26,10.78896512363713,106.71648888761408,260435,other,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,14,2026-03-09 12:12,12.684812114819028,108.15203209707369,0,ok,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,15,2026-03-09 14:25,12.684812114819028,108.15203209707369,0,ok,no_tx_link|addr:0xE05339f30B802d18AE0893eEc74b2f5D543A1B39
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,16,2026-03-09 14:34,12.684812114819028,108.15203209707369,0,ok,0x70b8e4fe54673a9d1a4766a15091eae65b43ef79632ac08523a0b6fdb155c405
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,17,2026-03-10 12:05,12.68481212520317,108.15203210879687,0,ok,0x5652005d81647d5b4ff69bfe5a87262e6259dd9c6e510bcde8ac6cc39fceae18
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,18,2026-03-11 19:33,12.68481153811949,108.15201756738259,0,ok,0xb90ae0a351edbe6520d0ab5543885104de6a3f65c4586ac43a36416a1f56f277
DakLak,600067,0x5027faAC1fe6C9a448bFC35fE3242E365488cF9d,19,2026-03-11 21:40,12.68481153811949,108.15201756738259,0,ok,0x428ed6909c901de119cecb95278a282fb28c3453ef028c7832f7a3703d254528
NutriGreen,600070,0x8334050Cdaecdddc926A16169e5e81533798306f,1,2025-10-12 12:07,9.991209125109066,105.7062250295973,51,warn,no_tx_link|addr:0x80015bf6B253b1fA09E70709F4f2E3A9fB6acFDD
NutriGreen,600070,0x8334050Cdaecdddc926A16169e5e81533798306f,2,2025-10-16 09:44,9.991506443290325,105.70598799837731,19,ok,0x7c9f3f0cb2844dc3e6a71c2e058670d5db7007caa37c03c6b39b70a5cd3c605d
NutriGreen,600070,0x8334050Cdaecdddc926A16169e5e81533798306f,3,2025-11-12 08:29,9.991429798315844,105.70602404345156,25,ok,0xcfcf32eee5f08387fec1a7c67e621dee540d472a499dc56127367529c0d2cb9b
